Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	"Option=Wall R-5, Exterior"	"Option=Wall R-10, Exterior"	"Option=Wall R-15, Exterior"	sampling_probability
CR06	<1940	Single-Family Attached	Slab	0	0.4	0.6	0	0	1.13E-05
CR07	<1940	Single-Family Attached	Slab	0	0.4	0.6	0	0	0.000431892
CR08	<1940	Single-Family Attached	Slab	0	0.4	0.6	0	0	0.000149889
CR09	<1940	Single-Family Attached	Slab	0	0.4	0.6	0	0	6.36E-05
CR10	<1940	Single-Family Attached	Slab	0	0.4	0.6	0	0	1.29E-05
CR11	<1940	Single-Family Attached	Slab	0	0.4	0.6	0	0	0.000136027
CR02	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	5.83E-06
CR03	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	1.26E-05
CR04	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	5.05E-05
CR05	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	8.80E-06
CR06	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	1.35E-05
CR07	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000234276
CR08	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000102218
CR09	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000109784
CR10	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	1.52E-05
CR11	1940s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000185136
CR02	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	1.20E-05
CR03	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	2.14E-05
CR04	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	7.24E-05
CR05	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	1.93E-05
CR06	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	1.77E-05
CR07	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	0.000271181
CR08	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	0.000160062
CR09	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	0.000223837
CR10	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	5.51E-05
CR11	1950s	Single-Family Attached	Slab	0	0.4	0.6	0	0	0.000281293
CR02	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	2.26E-05
CR03	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	3.21E-05
CR04	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000107045
CR05	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	2.91E-05
CR06	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	2.64E-05
CR07	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000231791
CR08	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.00016297
CR09	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000411969
CR10	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000118014
CR11	1960s	Single-Family Attached	Slab	0	0.2	0.8	0	0	0.000450815
CR02	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	6.07E-05
CR03	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	6.41E-05
CR04	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	0.000222856
CR05	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	9.95E-05
CR06	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	7.37E-05
CR07	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	0.000283408
CR08	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	0.000353813
CR09	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	0.00113397
CR10	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	0.000328375
CR11	1970s	Single-Family Attached	Slab	0	0	0.6	0.4	0	0.00105163
CR02	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	8.53E-05
CR03	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	0.000130167
CR04	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	0.000201301
CR05	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	0.00012022
CR06	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	4.43E-05
CR07	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	0.00040529
CR08	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	0.000539694
CR09	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	0.00180757
CR10	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	0.000326773
CR11	1980s	Single-Family Attached	Slab	0	0	0.2	0.8	0	0.00122437
CR02	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	0.000118647
CR03	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	5.18E-05
CR04	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	0.000286479
CR05	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	0.000108726
CR06	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	7.28E-05
CR07	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	0.000337523
CR08	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	0.000467672
CR09	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	0.0011182
CR10	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	0.00022198
CR11	1990s	Single-Family Attached	Slab	0	0	0	0.4	0.6	0.000593151
CR02	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.000175882
CR03	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.000113636
CR04	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.000457814
CR05	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.000242234
CR06	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.00011293
CR07	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.000447634
CR08	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.000669206
CR09	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.00209341
CR10	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.000263768
CR11	2000s	Single-Family Attached	Slab	0	0	0	0.6	0.4	0.000620061
CR02	2010s	Single-Family Attached	Slab	0	0	0	0.2	0.8	5.13E-05
CR03	2010s	Single-Family Attached	Slab	0	0	0	0.2	0.8	4.36E-05
CR04	2010s	Single-Family Attached	Slab	0	0	0	0.2	0.8	7.97E-05
CR05	2010s	Single-Family Attached	Slab	0	0	0	0.2	0.8	9.38E-05
CR06	2010s	Single-Family Attached	Slab	0	0	0	0.2	0.8	3.67E-05
CR07	2010s	Single-Family Attached	Slab	0	0	0	0.2	0.8	0.000156974
CR08	2010s	Single-Family Attached	Slab	0	0	0	0.2	0.8	0.000290552
CR09	2010s	Single-Family Attached	Slab	0	0	0	0.2	0.8	0.000710024
CR10	2010s	Single-Family Attached	Slab	0	1	0	0	0	6.28E-05
CR11	2010s	Single-Family Attached	Slab	0	1	0	0	0	0.000244826
CR02	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000577825
CR03	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000418697
CR04	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00129164
CR05	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000309693
CR06	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000493757
CR07	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00122051
CR08	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00111554
CR09	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00202474
CR10	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000201775
CR11	<1940	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00110565
CR02	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000246429
CR03	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000291554
CR04	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00125466
CR05	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000224841
CR06	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00041691
CR07	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000896153
CR08	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000985457
CR09	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00291513
CR10	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000354422
CR11	1940s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00195862
CR02	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000524102
CR03	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000709888
CR04	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00277494
CR05	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000528539
CR06	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.000638057
CR07	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.0021398
CR08	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00203119
CR09	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.0072626
CR10	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00112335
CR11	1950s	Single-Family Detached	Slab	0	0.4	0.6	0	0	0.00472317
CR02	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000658172
CR03	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00078528
CR04	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00265586
CR05	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000528031
CR06	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.000614345
CR07	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00200527
CR08	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00262032
CR09	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.0119344
CR10	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00135661
CR11	1960s	Single-Family Detached	Slab	0	0.2	0.8	0	0	0.00512432
CR02	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.000860216
CR03	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.000755838
CR04	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.00270525
CR05	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.00103532
CR06	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.000953366
CR07	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.0017522
CR08	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.00316626
CR09	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.0161682
CR10	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.00252629
CR11	1970s	Single-Family Detached	Slab	0	0	0.6	0.4	0	0.00536366
CR02	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.000639863
CR03	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.000673041
CR04	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.00145417
CR05	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.000719499
CR06	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.000568596
CR07	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.00133573
CR08	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.00274637
CR09	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.0172443
CR10	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.00233023
CR11	1980s	Single-Family Detached	Slab	0	0	0.2	0.8	0	0.00562892
CR02	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.000830784
CR03	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.000566253
CR04	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.00222741
CR05	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.00109592
CR06	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.000868813
CR07	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.00126014
CR08	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.00317189
CR09	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.0179946
CR10	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.0036407
CR11	1990s	Single-Family Detached	Slab	0	0	0	0.4	0.6	0.00481542
CR02	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.00101615
CR03	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.000686005
CR04	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.00291223
CR05	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.00190267
CR06	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.000980715
CR07	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.00163606
CR08	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.00446746
CR09	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.025392
CR10	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.00544626
CR11	2000s	Single-Family Detached	Slab	0	0	0	0.6	0.4	0.00607623
CR02	2010s	Single-Family Detached	Slab	0	0	0	0.2	0.8	0.000347899
CR03	2010s	Single-Family Detached	Slab	0	0	0	0.2	0.8	0.000199681
CR04	2010s	Single-Family Detached	Slab	0	0	0	0.2	0.8	0.000741944
CR05	2010s	Single-Family Detached	Slab	0	0	0	0.2	0.8	0.000665061
CR06	2010s	Single-Family Detached	Slab	0	0	0	0.2	0.8	0.000345664
CR07	2010s	Single-Family Detached	Slab	0	0	0	0.2	0.8	0.000461122
CR08	2010s	Single-Family Detached	Slab	0	0	0	0.2	0.8	0.00142
CR09	2010s	Single-Family Detached	Slab	0	0	0	0.2	0.8	0.00937475
CR10	2010s	Single-Family Detached	Slab	0	1	0	0	0	0.00122102
CR11	2010s	Single-Family Detached	Slab	0	1	0	0	0	0.00133355
CR02	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR03	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR04	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR05	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR06	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR07	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR08	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR09	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR10	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR11	<1940	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR02	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR03	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR04	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR05	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR06	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR07	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR08	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR09	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR10	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR11	1940s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR02	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR03	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR04	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR05	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR06	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR07	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR08	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR09	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR10	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR11	1950s	Mobile Home	Unheated Basement	0	0.4	0.6	0	0	0
CR02	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR03	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR04	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR05	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR06	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR07	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR08	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR09	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR10	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR11	1960s	Mobile Home	Unheated Basement	0	0.2	0.8	0	0	0
CR02	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR03	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR04	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR05	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR06	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR07	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR08	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR09	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR10	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR11	1970s	Mobile Home	Unheated Basement	0	0	0.6	0.4	0	0
CR02	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR03	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR04	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR05	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR06	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR07	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR08	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR09	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR10	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR11	1980s	Mobile Home	Unheated Basement	0	0	0.2	0.8	0	0
CR02	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR03	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR04	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR05	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR06	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR07	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR08	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR09	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR10	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR11	1990s	Mobile Home	Unheated Basement	0	0	0	0.4	0.6	0
CR02	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR03	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR04	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR05	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR06	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR07	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR08	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR09	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR10	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR11	2000s	Mobile Home	Unheated Basement	0	0	0	0.6	0.4	0
CR02	2010s	Mobile Home	Unheated Basement	0	0	0	0.2	0.8	0
CR03	2010s	Mobile Home	Unheated Basement	0	0	0	0.2	0.8	0
CR04	2010s	Mobile Home	Unheated Basement	0	0	0	0.2	0.8	0
CR05	2010s	Mobile Home	Unheated Basement	0	0	0	0.2	0.8	0
CR06	2010s	Mobile Home	Unheated Basement	0	0	0	0.2	0.8	0
CR07	2010s	Mobile Home	Unheated Basement	0	0	0	0.2	0.8	0
CR08	2010s	Mobile Home	Unheated Basement	0	0	0	0.2	0.8	0
CR09	2010s	Mobile Home	Unheated Basement	0	0	0	0.2	0.8	0
CR10	2010s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR11	2010s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000749733
CR03	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.00310495
CR04	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.00261204
CR05	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000101565
CR06	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	4.27E-05
CR07	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.00454494
CR08	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000718132
CR09	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	6.59E-05
CR10	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	8.45E-06
CR11	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000312051
CR02	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	9.06E-05
CR03	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000246528
CR04	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000338688
CR05	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	1.66E-05
CR06	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	5.38E-06
CR07	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000617437
CR08	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000136139
CR09	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	2.47E-05
CR10	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	1.21E-06
CR11	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	1.08E-05
CR02	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000130855
CR03	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000288141
CR04	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000429977
CR05	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	3.47E-05
CR06	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	6.84E-06
CR07	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000804374
CR08	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	0.000198069
CR09	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	4.71E-05
CR10	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	2.76E-06
CR11	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.4	0.6	0	0	1.85E-05
CR02	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000140923
CR03	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000215715
CR04	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000401155
CR05	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	3.03E-05
CR06	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	3.29E-06
CR07	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000534944
CR08	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	0.000184534
CR09	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	5.22E-05
CR10	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	4.56E-06
CR11	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0.2	0.8	0	0	2.75E-05
CR02	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	0.000198778
CR03	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	0.000271236
CR04	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	0.000535807
CR05	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	7.60E-05
CR06	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	6.51E-06
CR07	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	0.000479566
CR08	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	0.000283434
CR09	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	1.00E-04
CR10	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	9.35E-06
CR11	1970s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.6	0.4	0	3.93E-05
CR02	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.2	0.8	0	0.000107975
CR03	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.2	0.8	0	0.000237031
CR04	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.2	0.8	0	0.000364457
CR05	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.2	0.8	0	5.98E-05
CR06	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.2	0.8	0	1.27E-05
CR07	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.2	0.8	0	0.000277856
CR08	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.2	0.8	0	0.000173768
CR09	1980s	Multi-Family with 2 - 4 Units	Unheated Basement	0	0	0.2	0.8	0	7.59E-05
