Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
3C	Mobile Home	Ducted Heating	<1940	0	0	1	0	0	0	2.76E-06
3C	Mobile Home	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	<1940	0	0	1	0	0	0	2.18E-06
3C	Mobile Home	None	<1940	0	0	1	0	0	0	1.47E-06
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	1	0	3	11724.4	0.000347043
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	1	0	10	23854.6	0.000241928
3C	Multi-Family with 2 - 4 Units	None	<1940	0	0	1	0	10	23854.6	2.74E-05
3C	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	1	0	3	11724.4	0.000387429
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	1	0	10	23854.6	0.000321981
3C	Multi-Family with 5+ Units	None	<1940	0	0	1	0	10	23854.6	7.49E-05
3C	Single-Family Attached	Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Single-Family Attached	Ducted Heating	<1940	0	0	1	0	27	101400	0.000144524
3C	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	<1940	0	0	1	0	8	18503.3	9.53E-05
3C	Single-Family Attached	None	<1940	0	0	1	0	8	18503.3	7.58E-06
3C	Single-Family Detached	Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Single-Family Detached	Ducted Heating	<1940	0	0	1	0	27	101400	0.00102836
3C	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	<1940	0	0	1	0	8	18503.3	0.000638354
3C	Single-Family Detached	None	<1940	0	0	1	0	8	18503.3	3.12E-05
4A	Mobile Home	Ducted Heat Pump	1940-59	0	0	1	0	0	0	2.54E-05
4A	Mobile Home	Ducted Heating	1940-59	0	0	1	0	0	0	6.57E-05
4A	Mobile Home	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	1940-59	0	0	1	0	0	0	7.33E-05
4A	Mobile Home	None	1940-59	0	0	1	0	0	0	3.64E-06
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	0	1	0	3	14577.9	0.000248398
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0	0	1	0	34	137536	0.00164631
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	1	0	95	241427	0.0016934
4A	Multi-Family with 2 - 4 Units	None	1940-59	0	0	1	0	95	241427	2.51E-05
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	0	1	0	3	14577.9	0.000566645
4A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0	0	1	0	34	137536	0.00282204
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	1	0	95	241427	0.00296788
4A	Multi-Family with 5+ Units	None	1940-59	0	0	1	0	95	241427	0.000157752
4A	Single-Family Attached	Ducted Heat Pump	1940-59	0	0	1	0	23	110508	0.000151799
4A	Single-Family Attached	Ducted Heating	1940-59	0	0	1	0	231	937772	0.00154948
4A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	1	0	110	272567	0.00154692
4A	Single-Family Attached	None	1940-59	0	0	1	0	110	272567	1.53E-05
4A	Single-Family Detached	Ducted Heat Pump	1940-59	0	0	1	0	23	110508	0.0017172
4A	Single-Family Detached	Ducted Heating	1940-59	0	0	1	0	231	937772	0.0114478
4A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	1	0	110	272567	0.011148
4A	Single-Family Detached	None	1940-59	0	0	1	0	110	272567	4.70E-05
4A	Mobile Home	Ducted Heat Pump	1960-79	0	0	1	0	2	18999.6	0.000408093
4A	Mobile Home	Ducted Heating	1960-79	0	0	1	0	27	327997	0.00143169
4A	Mobile Home	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	1960-79	0	0	1	0	12	83699.8	0.000712352
4A	Mobile Home	None	1960-79	0	0	1	0	12	83699.8	1.54E-05
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	0	1	0	5	28174	0.000596407
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0	0	1	0	87	428388	0.0024854
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	1	0	74	198908	0.00149623
4A	Multi-Family with 2 - 4 Units	None	1960-79	0	0	1	0	74	198908	2.69E-05
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	0	1	0	5	28174	0.00188728
4A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0	0	1	0	87	428388	0.00631761
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	1	0	74	198908	0.00393821
4A	Multi-Family with 5+ Units	None	1960-79	0	0	1	0	74	198908	0.000229703
4A	Single-Family Attached	Ducted Heat Pump	1960-79	0	0	1	0	65	322560	0.00041924
4A	Single-Family Attached	Ducted Heating	1960-79	0	0	1	0	324	1.18E+06	0.00177972
4A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	1960-79	0	0	1	0	108	270972	0.00100748
4A	Single-Family Attached	None	1960-79	0	0	1	0	108	270972	1.27E-05
4A	Single-Family Detached	Ducted Heat Pump	1960-79	0	0	1	0	65	322560	0.00348047
4A	Single-Family Detached	Ducted Heating	1960-79	0	0	1	0	324	1.18E+06	0.0170326
4A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	1960-79	0	0	1	0	108	270972	0.0100542
4A	Single-Family Detached	None	1960-79	0	0	1	0	108	270972	6.55E-05
4A	Mobile Home	Ducted Heat Pump	1980-99	0	0	1	0	15	281834	0.00219852
4A	Mobile Home	Ducted Heating	1980-99	0	0	1	0	50	767710	0.00321762
4A	Mobile Home	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	1980-99	0	0	1	0	11	84428.9	0.00089481
4A	Mobile Home	None	1980-99	0	0	1	0	11	84428.9	3.04E-05
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	0	1	0	18	105192	0.000945826
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0	0	1	0	84	377662	0.00202681
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	1	0	35	112425	0.000540798
4A	Multi-Family with 2 - 4 Units	None	1980-99	0	0	1	0	35	112425	2.36E-05
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	0	1	0	18	105192	0.00335719
4A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0	0	1	0	84	377662	0.00517463
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	1	0	35	112425	0.00152277
4A	Multi-Family with 5+ Units	None	1980-99	0	0	1	0	35	112425	0.000107362
4A	Single-Family Attached	Ducted Heat Pump	1980-99	0	0	1	0	123	654413	0.00128341
4A	Single-Family Attached	Ducted Heating	1980-99	0	0	1	0	319	1.39E+06	0.00331298
4A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	1980-99	0	0	1	0	47	108464	0.000824478
4A	Single-Family Attached	None	1980-99	0	0	1	0	47	108464	1.83E-05
4A	Single-Family Detached	Ducted Heat Pump	1980-99	0	0	1	0	123	654413	0.00627094
4A	Single-Family Detached	Ducted Heating	1980-99	0	0	1	0	319	1.39E+06	0.0178899
4A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	1980-99	0	0	1	0	47	108464	0.00418473
4A	Single-Family Detached	None	1980-99	0	0	1	0	47	108464	6.89E-05
4A	Mobile Home	Ducted Heat Pump	2000-09	0	0	1	0	5	29236.8	0.000692858
4A	Mobile Home	Ducted Heating	2000-09	0	0	1	0	11	97539.8	0.00122381
4A	Mobile Home	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	2000-09	0	0	1	0	1	5663.45	0.000101652
4A	Mobile Home	None	2000-09	0	0	1	0	1	5663.45	1.10E-05
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	0	1	0	11	28793.5	0.000280619
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0	0	1	0	53	133618	0.0010207
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	1	0	14	15780.3	8.96E-05
4A	Multi-Family with 2 - 4 Units	None	2000-09	0	0	1	0	14	15780.3	8.68E-06
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	0	1	0	11	28793.5	0.00138615
4A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0	0	1	0	53	133618	0.00315457
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	1	0	14	15780.3	0.000268467
4A	Multi-Family with 5+ Units	None	2000-09	0	0	1	0	14	15780.3	4.98E-05
4A	Single-Family Attached	Ducted Heat Pump	2000-09	0	0	1	0	54	125203	0.00038152
4A	Single-Family Attached	Ducted Heating	2000-09	0	0	1	0	226	516869	0.00201918
4A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	1	0	13	12260.1	0.000179992
4A	Single-Family Attached	None	2000-09	0	0	1	0	13	12260.1	6.55E-06
4A	Single-Family Detached	Ducted Heat Pump	2000-09	0	0	1	0	54	125203	0.00300453
4A	Single-Family Detached	Ducted Heating	2000-09	0	0	1	0	226	516869	0.0113432
4A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	1	0	13	12260.1	0.000997261
4A	Single-Family Detached	None	2000-09	0	0	1	0	13	12260.1	3.94E-05
4A	Mobile Home	Ducted Heat Pump	2010s	0	0	1	0	5	29236.8	0.000181252
4A	Mobile Home	Ducted Heating	2010s	0	0	1	0	11	97539.8	0.000297656
4A	Mobile Home	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	2010s	0	0	1	0	1	5663.45	2.45E-05
4A	Mobile Home	None	2010s	0	0	1	0	1	5663.45	1.45E-06
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	0	1	0	11	28793.5	0.000151763
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0	0	1	0	53	133618	0.00037983
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	1	0	14	15780.3	3.26E-05
4A	Multi-Family with 2 - 4 Units	None	2010s	0	0	1	0	14	15780.3	2.69E-06
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	0	1	0	11	28793.5	0.00103461
4A	Multi-Family with 5+ Units	Ducted Heating	2010s	0	0	1	0	53	133618	0.00198424
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0	0	1	0	14	15780.3	0.000166245
4A	Multi-Family with 5+ Units	None	2010s	0	0	1	0	14	15780.3	3.59E-05
4A	Single-Family Attached	Ducted Heat Pump	2010s	0	0	1	0	54	125203	0.000174663
4A	Single-Family Attached	Ducted Heating	2010s	0	0	1	0	226	516869	0.000783309
4A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	2010s	0	0	1	0	13	12260.1	6.94E-05
4A	Single-Family Attached	None	2010s	0	0	1	0	13	12260.1	2.45E-06
4A	Single-Family Detached	Ducted Heat Pump	2010s	0	0	1	0	54	125203	0.00101827
4A	Single-Family Detached	Ducted Heating	2010s	0	0	1	0	226	516869	0.00346022
4A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	2010s	0	0	1	0	13	12260.1	0.000302573
4A	Single-Family Detached	None	2010s	0	0	1	0	13	12260.1	1.42E-05
4A	Mobile Home	Ducted Heat Pump	<1940	0	0	1	0	0	0	3.73E-06
4A	Mobile Home	Ducted Heating	<1940	0	0	1	0	0	0	1.60E-05
4A	Mobile Home	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	<1940	0	0	1	0	0	0	3.35E-05
4A	Mobile Home	None	<1940	0	0	1	0	0	0	1.05E-05
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	0	1	0	1	4672.45	0.000163903
4A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	1	0	13	73152.8	0.00198369
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	1	0	119	332357	0.00367255
4A	Multi-Family with 2 - 4 Units	None	<1940	0	0	1	0	119	332357	2.97E-05
4A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	0	1	0	1	4672.45	0.000356762
4A	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	1	0	13	73152.8	0.00281613
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	1	0	119	332357	0.00541361
4A	Multi-Family with 5+ Units	None	<1940	0	0	1	0	119	332357	0.000181725
4A	Single-Family Attached	Ducted Heat Pump	<1940	0	0	1	0	12	52792.2	9.98E-05
4A	Single-Family Attached	Ducted Heating	<1940	0	0	1	0	152	611369	0.00147284
4A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	<1940	0	0	1	0	116	302024	0.00269141
4A	Single-Family Attached	None	<1940	0	0	1	0	116	302024	1.36E-05
4A	Single-Family Detached	Ducted Heat Pump	<1940	0	0	1	0	12	52792.2	0.000534842
4A	Single-Family Detached	Ducted Heating	<1940	0	0	1	0	152	611369	0.0054012
4A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	0	1	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	<1940	0	0	1	0	116	302024	0.0101423
4A	Single-Family Detached	None	<1940	0	0	1	0	116	302024	3.40E-05
4B	Mobile Home	Ducted Heat Pump	1940-59	0	0	1	0	0	0	8.50E-07
4B	Mobile Home	Ducted Heating	1940-59	0	0	1	0	3	2279.72	1.04E-05
4B	Mobile Home	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4B	Mobile Home	Non-Ducted Heating	1940-59	0	0	1	0	4	1050.52	9.00E-06
4B	Mobile Home	None	1940-59	0	0	1	0	4	1050.52	3.47E-07
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	0	1	0	0	0	1.72E-06
4B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0	0	1	0	13	4412.76	2.98E-05
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	1	0	49	6792.83	2.84E-05
4B	Multi-Family with 2 - 4 Units	None	1940-59	0	0	1	0	49	6792.83	5.31E-07
4B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	0	1	0	0	0	2.47E-06
4B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0	0	1	0	13	4412.76	2.26E-05
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	1	0	49	6792.83	2.19E-05
4B	Multi-Family with 5+ Units	None	1940-59	0	0	1	0	49	6792.83	6.06E-07
4B	Single-Family Attached	Ducted Heat Pump	1940-59	0	0	1	0	6	1687.22	5.81E-07
4B	Single-Family Attached	Ducted Heating	1940-59	0	0	1	0	130	35027.8	1.16E-05
4B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4B	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	1	0	120	15626.8	1.01E-05
4B	Single-Family Attached	None	1940-59	0	0	1	0	120	15626.8	4.00E-07
4B	Single-Family Detached	Ducted Heat Pump	1940-59	0	0	1	0	6	1687.22	1.86E-05
4B	Single-Family Detached	Ducted Heating	1940-59	0	0	1	0	130	35027.8	0.000512933
4B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	0	1	0	0	0	0
4B	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	1	0	120	15626.8	0.000496985
4B	Single-Family Detached	None	1940-59	0	0	1	0	120	15626.8	3.40E-06
4B	Mobile Home	Ducted Heat Pump	1960-79	0	0	1	0	1	1308.27	9.88E-06
4B	Mobile Home	Ducted Heating	1960-79	0	0	1	0	13	7577.08	0.000190051
4B	Mobile Home	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4B	Mobile Home	Non-Ducted Heating	1960-79	0	0	1	0	15	4183.67	7.83E-05
4B	Mobile Home	None	1960-79	0	0	1	0	15	4183.67	1.24E-06
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	0	1	0	4	1136.56	8.58E-06
4B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0	0	1	0	69	19892.5	9.90E-05
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	1	0	105	15141.6	4.67E-05
4B	Multi-Family with 2 - 4 Units	None	1960-79	0	0	1	0	105	15141.6	5.18E-07
4B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	0	1	0	4	1136.56	2.09E-05
4B	Multi-Family with 5+ Units	Ducted Heating	1960-79	0	0	1	0	69	19892.5	0.000168224
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	1	0	105	15141.6	8.43E-05
4B	Multi-Family with 5+ Units	None	1960-79	0	0	1	0	105	15141.6	2.85E-06
4B	Single-Family Attached	Ducted Heat Pump	1960-79	0	0	1	0	14	3937.02	2.64E-06
4B	Single-Family Attached	Ducted Heating	1960-79	0	0	1	0	217	59737.6	3.86E-05
4B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4B	Single-Family Attached	Non-Ducted Heating	1960-79	0	0	1	0	105	13205.3	1.71E-05
4B	Single-Family Attached	None	1960-79	0	0	1	0	105	13205.3	4.24E-07
4B	Single-Family Detached	Ducted Heat Pump	1960-79	0	0	1	0	14	3937.02	5.15E-05
4B	Single-Family Detached	Ducted Heating	1960-79	0	0	1	0	217	59737.6	0.001038
4B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	0	1	0	0	0	0
4B	Single-Family Detached	Non-Ducted Heating	1960-79	0	0	1	0	105	13205.3	0.00045801
4B	Single-Family Detached	None	1960-79	0	0	1	0	105	13205.3	2.38E-06
4B	Mobile Home	Ducted Heat Pump	1980-99	0	0	1	0	2	1278.36	2.01E-05
4B	Mobile Home	Ducted Heating	1980-99	0	0	1	0	5	3204.88	0.000363402
4B	Mobile Home	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4B	Mobile Home	Non-Ducted Heating	1980-99	0	0	1	0	5	2258.29	7.43E-05
4B	Mobile Home	None	1980-99	0	0	1	0	5	2258.29	1.98E-06
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	0	1	0	5	1534.34	9.90E-06
4B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0	0	1	0	49	15075.1	0.000104051
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	1	0	50	7293.65	2.74E-05
4B	Multi-Family with 2 - 4 Units	None	1980-99	0	0	1	0	50	7293.65	6.96E-08
4B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	0	1	0	5	1534.34	2.38E-05
4B	Multi-Family with 5+ Units	Ducted Heating	1980-99	0	0	1	0	49	15075.1	0.000190847
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	1	0	50	7293.65	5.56E-05
4B	Multi-Family with 5+ Units	None	1980-99	0	0	1	0	50	7293.65	1.88E-06
4B	Single-Family Attached	Ducted Heat Pump	1980-99	0	0	1	0	13	3535.71	3.66E-06
4B	Single-Family Attached	Ducted Heating	1980-99	0	0	1	0	239	65337.2	7.29E-05
4B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4B	Single-Family Attached	Non-Ducted Heating	1980-99	0	0	1	0	44	5816.4	1.50E-05
4B	Single-Family Attached	None	1980-99	0	0	1	0	44	5816.4	2.19E-07
4B	Single-Family Detached	Ducted Heat Pump	1980-99	0	0	1	0	13	3535.71	5.03E-05
4B	Single-Family Detached	Ducted Heating	1980-99	0	0	1	0	239	65337.2	0.00119774
4B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	0	1	0	0	0	0
4B	Single-Family Detached	Non-Ducted Heating	1980-99	0	0	1	0	44	5816.4	0.000221479
4B	Single-Family Detached	None	1980-99	0	0	1	0	44	5816.4	2.38E-06
4B	Mobile Home	Ducted Heat Pump	2000-09	0	0	1	0	1	336.712	1.78E-05
4B	Mobile Home	Ducted Heating	2000-09	0	0	1	0	5	1921.72	0.000116277
4B	Mobile Home	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4B	Mobile Home	Non-Ducted Heating	2000-09	0	0	1	0	1	139.113	7.32E-06
4B	Mobile Home	None	2000-09	0	0	1	0	1	139.113	2.45E-07
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	0	1	0	4	677.13	5.56E-06
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0	0	1	0	24	4080.65	2.87E-05
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	1	0	7	455.312	1.98E-06
4B	Multi-Family with 2 - 4 Units	None	2000-09	0	0	1	0	7	455.312	1.07E-07
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	0	1	0	4	677.13	1.56E-05
4B	Multi-Family with 5+ Units	Ducted Heating	2000-09	0	0	1	0	24	4080.65	5.99E-05
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	1	0	7	455.312	4.72E-06
4B	Multi-Family with 5+ Units	None	2000-09	0	0	1	0	7	455.312	2.93E-07
4B	Single-Family Attached	Ducted Heat Pump	2000-09	0	0	1	0	8	1167.76	3.16E-06
4B	Single-Family Attached	Ducted Heating	2000-09	0	0	1	0	87	11910.9	3.58E-05
4B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4B	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	1	0	7	467.537	1.92E-06
4B	Single-Family Attached	None	2000-09	0	0	1	0	7	467.537	1.91E-07
4B	Single-Family Detached	Ducted Heat Pump	2000-09	0	0	1	0	8	1167.76	5.43E-05
4B	Single-Family Detached	Ducted Heating	2000-09	0	0	1	0	87	11910.9	0.000731128
4B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	0	1	0	0	0	0
4B	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	1	0	7	467.537	3.77E-05
4B	Single-Family Detached	None	2000-09	0	0	1	0	7	467.537	1.32E-06
4B	Mobile Home	Ducted Heat Pump	2010s	0	0	1	0	1	336.712	5.86E-06
4B	Mobile Home	Ducted Heating	2010s	0	0	1	0	5	1921.72	2.60E-05
4B	Mobile Home	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4B	Mobile Home	Non-Ducted Heating	2010s	0	0	1	0	1	139.113	1.91E-06
4B	Mobile Home	None	2010s	0	0	1	0	1	139.113	8.80E-08
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	0	1	0	4	677.13	3.31E-06
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0	0	1	0	24	4080.65	1.43E-05
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	1	0	7	455.312	1.06E-06
4B	Multi-Family with 2 - 4 Units	None	2010s	0	0	1	0	7	455.312	6.40E-08
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	0	1	0	4	677.13	1.15E-05
4B	Multi-Family with 5+ Units	Ducted Heating	2010s	0	0	1	0	24	4080.65	3.59E-05
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0	0	1	0	7	455.312	3.14E-06
4B	Multi-Family with 5+ Units	None	2010s	0	0	1	0	7	455.312	9.37E-07
4B	Single-Family Attached	Ducted Heat Pump	2010s	0	0	1	0	8	1167.76	1.99E-06
4B	Single-Family Attached	Ducted Heating	2010s	0	0	1	0	87	11910.9	1.21E-05
4B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	0	1	0	0	0	0
