Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	7.14827	27432.5	0.000142997
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.264018	316.703	5.91E-06
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.08935	3520.83	1.60E-05
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.67254	1847.82	9.45E-06
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.5806	689.343	3.44E-06
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0786372	93.8418	2.10E-06
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	2.82118	3355.06	2.07E-05
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	3.39845	3755.63	2.81E-05
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	39.7662	41751.9	6.14E-05
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	21.529	21912.5	3.89E-05
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	7.47349	8174.6	1.76E-05
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.01222	1112.83	1.64E-05
New England	Multi-Family with 5+ Units	60000-99999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	36.3143	39786.1	8.32E-05
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0346826	0.0636958	4.32E-07
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.0436398	1.3558	6.91E-06
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.043002	1.75269	8.65E-06
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.184718	0.477379	1.82E-06
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0105884	0.0112241	6.47E-07
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.13828	4.53091	2.33E-06
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	4.31102	77.8456	5.31E-06
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	5.4244	1656.99	2.47E-05
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	5.34513	2142.04	3.25E-05
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	22.9603	583.427	7.76E-06
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.31613	13.7175	5.23E-06
New England	Multi-Family with 5+ Units	60000-99999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	17.1881	5537.44	2.02E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0640458	177.403	9.11E-06
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.560381	1467.99	2.87E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.531701	1358.54	2.23E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.0409968	115.983	1.07E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0077836	5.22234	5.76E-06
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.493036	1478.43	1.73E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	4.12283	7413.05	0.000143484
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	36.0735	61342.2	0.000460655
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	34.2273	56768.6	0.000343237
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	2.63909	4846.53	9.87E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.501055	218.223	5.33E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	31.7383	61778.3	0.000355546
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.467625	444.369	4.51E-06
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	5.47182	4940.12	6.99E-06
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.96238	2592.71	4.23E-06
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.02835	967.226	1.21E-06
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.139281	131.671	1.04E-06
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	4.99684	4707.52	7.52E-06
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	6.01928	5269.57	0.00010099
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	70.4333	58582.6	0.000194937
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	38.1319	30745.7	0.000106246
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	13.2369	11469.9	4.19E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.79283	1561.42	2.16E-05
New England	Multi-Family with 5+ Units	<20000	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	64.3194	55824.3	0.000238029
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.0188624	0.465866	7.54E-07
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.0237339	9.91624	1.12E-06
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.0233871	12.819	4.12E-06
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.10046	3.49151	5.54E-07
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.00575858	0.0820921	3.76E-07
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.0752049	33.1387	2.12E-06
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	2.34459	569.356	3.02E-05
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.95011	12119.1	7.39E-05
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.907	15666.7	9.00E-05
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	12.4872	4267.14	1.85E-05
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.715788	100.329	9.08E-06
New England	Multi-Family with 5+ Units	<20000	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	9.34792	40500.4	6.55E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.969492	1013.43	1.78E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.765486	3198.49	4.04E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.80634	9904.49	9.91E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.08796	4746.81	4.65E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.25E-20	1.70E-38	1.82E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.546716	1941.65	3.93E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.600283	515.176	5.04E-06
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.473968	1625.95	1.59E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.73761	5034.95	2.79E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.673636	2413.05	1.53E-05
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	7.75E-21	8.66E-39	6.07E-06
New England	Single-Family Attached	100000-149999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.338512	987.037	1.52E-05
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.18414	1201.25	2.52E-06
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.1612	3155.83	3.36E-06
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	12.9454	13230.7	6.79E-06
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	2.59974	2677.37	4.87E-06
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.822809	174.422	5.08E-07
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	3.7057	4042.69	7.47E-06
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.31913	324.078	8.41E-07
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.851954	851.392	1.37E-06
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	3.48884	3569.42	4.44E-06
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.700641	722.311	1.09E-06
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.22175	47.0562	6.73E-07
New England	Single-Family Attached	100000-149999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.9987	1090.65	6.32E-06
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.93E-21	2.52E-38	1.38E-06
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.885151	1125.25	3.84E-06
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	1.27182	1333.25	1.61E-05
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.0825367	23.8862	6.28E-06
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.00417039	0.516085	1.24E-06
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.445076	653.121	3.41E-06
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	8.11E-21	6.53E-39	3.31E-07
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.72373	291.412	5.59E-07
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	5.35038	345.281	9.15E-06
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.347222	6.18595	4.46E-07
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0175443	0.133654	3.32E-07
New England	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.87238	169.143	2.54E-06
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.26034	1552.41	1.45E-05
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.995132	4899.56	3.91E-05
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	3.64824	15172.1	9.53E-05
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.41435	7271.35	6.08E-05
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.63E-20	2.61E-38	3.30E-05
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.710731	2974.29	4.74E-05
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.780368	789.167	3.60E-06
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.616159	2490.69	9.85E-06
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.25889	7712.73	2.07E-05
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.875726	3696.39	1.57E-05
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.01E-20	1.33E-38	6.11E-06
New England	Single-Family Attached	150000+	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.440065	1511.98	7.59E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.26053	1355.38	1.45E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.36514	3560.75	3.88E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	13.7806	14928.3	8.14E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	2.76747	3020.89	5.37E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.875893	196.802	2.57E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	3.94478	4561.41	1.97E-05
New England	Single-Family Attached	150000+	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.339719	365.66	5.70E-07
New England	Single-Family Attached	150000+	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.906919	960.632	1.01E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	3.71392	4027.41	3.62E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.745844	814.989	2.15E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.236057	53.0939	1.52E-06
New England	Single-Family Attached	150000+	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.06313	1230.59	5.44E-06
New England	Single-Family Attached	150000+	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.51E-21	3.24E-38	1.67E-06
New England	Single-Family Attached	150000+	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.695476	1447.9	4.94E-06
New England	Single-Family Attached	150000+	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	0.999283	1715.56	1.33E-05
New England	Single-Family Attached	150000+	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.0648502	30.7354	4.79E-06
New England	Single-Family Attached	150000+	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.00327674	0.664069	9.55E-07
New England	Single-Family Attached	150000+	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.349703	840.399	5.02E-06
New England	Single-Family Attached	150000+	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	6.37E-21	8.40E-39	0
New England	Single-Family Attached	150000+	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.92578	374.972	1.22E-06
New England	Single-Family Attached	150000+	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	4.20387	444.288	7.47E-07
New England	Single-Family Attached	150000+	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.272817	7.95973	1.29E-07
